Sample	ENTREZ.ID	Type
WSU-NHL	10180	TRUNC
WSU-NHL	10178	MUTATION
WSU-NHL	10492	TRUNC
WSU-NHL	103	MUTATION
WSU-NHL	146754	TRUNC
WSU-NHL	146754	MUTATION
WSU-NHL	8425	TRUNC
WSU-NHL	6331	TRUNC
WSU-NHL	57697	MUTATION
WSU-NHL	57082	MUTATION
WSU-NHL	777	MUTATION
WSU-NHL	10142	TRUNC
WSU-NHL	375616	MUTATION
WSU-NHL	1063	MUTATION
WSU-NHL	9037	MUTATION
WSU-NHL	1770	MUTATION
WSU-NHL	1770	MUTATION
WSU-NHL	6597	MUTATION
WSU-NHL	23317	MUTATION
WSU-NHL	9894	MUTATION
WSU-NHL	10347	MUTATION
WSU-NHL	10347	MUTATION
WSU-NHL	79925	MUTATION
WSU-NHL	79925	MUTATION
WSU-NHL	3911	TRUNC
WSU-NHL	54456	MUTATION
WSU-NHL	346007	MUTATION
WSU-NHL	7273	MUTATION
WSU-NHL	7273	MUTATION
WSU-NHL	7273	TRUNC
WSU-NHL	7273	MUTATION
WSU-NHL	7273	MUTATION
WSU-NHL	7273	MUTATION
WSU-NHL	19	MUTATION
WSU-NHL	1832	MUTATION
WSU-NHL	23036	MUTATION
WSU-NHL	140453	MUTATION
WSU-NHL	22994	MUTATION
WSU-NHL	23077	MUTATION
WSU-NHL	51168	MUTATION
WSU-NHL	3394	TRUNC
WSU-NHL	54549	MUTATION
WSU-NHL	114876	MUTATION
WSU-NHL	57521	MUTATION
WSU-NHL	115	TRUNC
WSU-NHL	219285	MUTATION
WSU-NHL	695	MUTATION
WSU-NHL	6926	MUTATION
WSU-NHL	28514	MUTATION
WSU-NHL	9723	TRUNC
WSU-NHL	4018	MUTATION
WSU-NHL	84627	MUTATION
WSU-NHL	59269	TRUNC
WSU-NHL	2157	TRUNC
WSU-NHL	2157	MUTATION
WSU-NHL	4540	MUTATION
WSU-NHL	22798	MUTATION
WSU-NHL	1464	MUTATION
WSU-NHL	3097	MUTATION
WSU-NHL	64478	MUTATION
WSU-NHL	26047	MUTATION
WSU-NHL	170062	MUTATION
WSU-NHL	133558	MUTATION
WSU-NHL	23255	MUTATION
WSU-NHL	2194	MUTATION
WSU-NHL	9369	MUTATION
WSU-NHL	131096	MUTATION
WSU-NHL	8621	MUTATION
WSU-NHL	23047	MUTATION
WSU-NHL	162979	MUTATION
WSU-NHL	23476	MUTATION
WSU-NHL	253769	MUTATION
WSU-NHL	151449	MUTATION
WSU-NHL	11250	MUTATION
WSU-NHL	79784	TRUNC
WSU-NHL	5649	MUTATION
WSU-NHL	5649	MUTATION
WSU-NHL	5649	MUTATION
WSU-NHL	4851	TRUNC
WSU-NHL	5875	MUTATION
WSU-NHL	89795	TRUNC
WSU-NHL	9902	TRUNC
WSU-NHL	7204	MUTATION
WSU-NHL	7204	TRUNC
WSU-NHL	113146	MUTATION
WSU-NHL	3667	TRUNC
WSU-NHL	283234	MUTATION
WSU-NHL	9847	MUTATION
WSU-NHL	100506736	MUTATION
WSU-NHL	7373	MUTATION
WSU-NHL	5784	MUTATION
WSU-NHL	5784	MUTATION
WSU-NHL	5310	MUTATION
WSU-NHL	1373	MUTATION
WSU-NHL	6840	MUTATION
WSU-NHL	166752	MUTATION
WSU-NHL	8455	MUTATION
WSU-NHL	150864	MUTATION
WSU-NHL	80206	MUTATION
WSU-NHL	10129	MUTATION
WSU-NHL	10129	MUTATION
WSU-NHL	10129	MUTATION
WSU-NHL	7157	MUTATION
WSU-NHL	4360	TRUNC
WSU-NHL	9379	MUTATION
WSU-NHL	7186	MUTATION
WSU-NHL	8736	MUTATION
WSU-NHL	307	MUTATION
WSU-NHL	9411	MUTATION
WSU-NHL	5930	MUTATION
WSU-NHL	3662	MUTATION
WSU-NHL	6092	MUTATION
WSU-NHL	1284	TRUNC
WSU-NHL	256158	TRUNC
WSU-NHL	23054	MUTATION
WSU-NHL	123624	MUTATION
WSU-NHL	8295	MUTATION
WSU-NHL	1767	MUTATION
WSU-NHL	29994	MUTATION
WSU-NHL	29994	MUTATION
WSU-NHL	23334	MUTATION
WSU-NHL	221935	MUTATION
KARPAS-231	4609	MUTATION
KARPAS-231	56171	MUTATION
KARPAS-231	3782	MUTATION
KARPAS-231	51332	MUTATION
KARPAS-231	55607	MUTATION
KARPAS-231	55567	MUTATION
KARPAS-231	23230	MUTATION
KARPAS-231	23074	MUTATION
KARPAS-231	4585	MUTATION
KARPAS-231	79659	MUTATION
KARPAS-231	2122	MUTATION
KARPAS-231	1387	TRUNC
KARPAS-231	2736	MUTATION
KARPAS-231	27445	MUTATION
KARPAS-231	27445	MUTATION
KARPAS-231	8085	TRUNC
KARPAS-231	9223	MUTATION
KARPAS-231	23112	TRUNC
KARPAS-231	1830	MUTATION
KARPAS-231	57182	MUTATION
KARPAS-231	3127	MUTATION
KARPAS-231	3107	TRUNC
KARPAS-231	200576	MUTATION
KARPAS-231	27146	MUTATION
KARPAS-231	79148	MUTATION
KARPAS-231	596	MUTATION
KARPAS-231	84033	MUTATION
KARPAS-231	56130	MUTATION
KARPAS-231	546	MUTATION
KARPAS-231	57082	MUTATION
KARPAS-231	11083	MUTATION
KARPAS-231	5671	MUTATION
KARPAS-231	2308	TRUNC
KARPAS-231	54103	MUTATION
KARPAS-231	11141	MUTATION
KARPAS-231	114788	MUTATION
KARPAS-231	695	MUTATION
KARPAS-231	4540	MUTATION
KARPAS-231	1464	TRUNC
KARPAS-231	64478	MUTATION
KARPAS-231	23255	MUTATION
KARPAS-231	5925	TRUNC
KARPAS-231	3339	MUTATION
KARPAS-231	91584	MUTATION
KARPAS-231	113146	MUTATION
KARPAS-231	113146	MUTATION
KARPAS-231	5310	MUTATION
KARPAS-231	7157	TRUNC
KARPAS-231	256076	TRUNC
KARPAS-231	256158	MUTATION
KARPAS-231	158471	MUTATION
KARPAS-231	196441	MUTATION
KARPAS-231	4651	TRUNC
U-2946	4609	MUTATION
U-2946	4609	MUTATION
U-2946	4609	MUTATION
U-2946	4609	MUTATION
U-2946	4609	MUTATION
U-2946	7916	MUTATION
U-2946	23367	MUTATION
U-2946	26025	MUTATION
U-2946	4585	MUTATION
U-2946	2956	TRUNC
U-2946	613	MUTATION
U-2946	1654	MUTATION
U-2946	26040	MUTATION
U-2946	388015	MUTATION
U-2946	6261	MUTATION
U-2946	64864	TRUNC
U-2946	64864	TRUNC
U-2946	83481	MUTATION
U-2946	26166	MUTATION
U-2946	115572	MUTATION
U-2946	9381	MUTATION
U-2946	54617	TRUNC
U-2946	7771	MUTATION
U-2946	6597	MUTATION
U-2946	284217	MUTATION
U-2946	91156	TRUNC
U-2946	53353	TRUNC
U-2946	401024	MUTATION
U-2946	2194	MUTATION
U-2946	9369	MUTATION
U-2946	6101	MUTATION
U-2946	11006	MUTATION
U-2946	91074	TRUNC
U-2946	113146	MUTATION
U-2946	340990	MUTATION
U-2946	9294	MUTATION
U-2946	91768	MUTATION
U-2946	150864	MUTATION
U-2946	8844	MUTATION
U-2946	63892	MUTATION
U-2946	7157	MUTATION
U-2946	4586	MUTATION
U-2946	3399	TRUNC
U-2946	3399	TRUNC
U-2946	5728	TRUNC
Farage	10464	MUTATION
Farage	56171	MUTATION
Farage	56171	TRUNC
Farage	347730	MUTATION
Farage	10265	MUTATION
Farage	23367	MUTATION
Farage	221037	MUTATION
Farage	65083	TRUNC
Farage	79589	MUTATION
Farage	26050	MUTATION
Farage	26050	MUTATION
Farage	10735	MUTATION
Farage	2196	MUTATION
Farage	127602	TRUNC
Farage	604	MUTATION
Farage	604	MUTATION
Farage	125336	TRUNC
Farage	400954	MUTATION
Farage	400954	MUTATION
Farage	400954	MUTATION
Farage	1080	MUTATION
Farage	84678	MUTATION
Farage	25914	TRUNC
Farage	1482	MUTATION
Farage	4585	MUTATION
Farage	259282	MUTATION
Farage	259282	MUTATION
Farage	23022	MUTATION
Farage	23195	MUTATION
Farage	636	MUTATION
Farage	83660	MUTATION
Farage	83660	MUTATION
Farage	81035	MUTATION
Farage	2122	TRUNC
Farage	357	TRUNC
Farage	23352	MUTATION
Farage	342184	MUTATION
Farage	91752	MUTATION
Farage	5099	MUTATION
Farage	51427	MUTATION
Farage	51427	MUTATION
Farage	8911	MUTATION
Farage	1387	MUTATION
Farage	4650	MUTATION
Farage	3977	MUTATION
Farage	2736	MUTATION
Farage	84162	TRUNC
Farage	57674	MUTATION
Farage	5783	MUTATION
Farage	5783	MUTATION
Farage	9169	MUTATION
Farage	27445	MUTATION
Farage	58512	MUTATION
Farage	23181	MUTATION
Farage	7789	MUTATION
Farage	161725	MUTATION
Farage	130271	MUTATION
Farage	84953	MUTATION
Farage	1029	MUTATION
Farage	1029	MUTATION
Farage	5796	TRUNC
Farage	57519	MUTATION
Farage	57519	TRUNC
Farage	23072	MUTATION
Farage	639	MUTATION
Farage	56126	MUTATION
Farage	643677	MUTATION
Farage	1308	MUTATION
Farage	10075	MUTATION
Farage	745	MUTATION
Farage	1630	MUTATION
Farage	90627	TRUNC
Farage	4519	MUTATION
Farage	121551	MUTATION
Farage	56154	MUTATION
Farage	286464	MUTATION
Farage	65217	MUTATION
Farage	8735	MUTATION
Farage	79633	MUTATION
Farage	79633	MUTATION
Farage	338094	MUTATION
Farage	55636	TRUNC
Farage	8476	MUTATION
Farage	1654	MUTATION
Farage	1282	MUTATION
Farage	1282	MUTATION
Farage	57451	MUTATION
Farage	5727	TRUNC
Farage	10765	MUTATION
Farage	84629	TRUNC
Farage	3107	MUTATION
Farage	2033	TRUNC
Farage	10085	MUTATION
Farage	6777	MUTATION
Farage	667	MUTATION
Farage	4298	MUTATION
Farage	3680	MUTATION
Farage	3680	MUTATION
Farage	57520	MUTATION
Farage	7617	TRUNC
Farage	154810	MUTATION
Farage	83889	MUTATION
Farage	1769	MUTATION
Farage	200576	MUTATION
Farage	23236	MUTATION
Farage	201625	MUTATION
Farage	23767	MUTATION
Farage	121006	MUTATION
Farage	2195	MUTATION
Farage	2195	MUTATION
Farage	23215	MUTATION
Farage	31	MUTATION
Farage	607	TRUNC
Farage	64123	MUTATION
Farage	2290	MUTATION
Farage	6453	TRUNC
Farage	94025	MUTATION
Farage	94025	MUTATION
Farage	94025	MUTATION
Farage	22873	MUTATION
Farage	8857	MUTATION
Farage	9229	MUTATION
Farage	114784	MUTATION
Farage	6329	MUTATION
Farage	9353	MUTATION
Farage	221400	MUTATION
Farage	23261	MUTATION
Farage	23262	MUTATION
Farage	2037	MUTATION
Farage	2037	MUTATION
Farage	10180	MUTATION
Farage	80205	MUTATION
Farage	6046	MUTATION
Farage	4440	MUTATION
Farage	26153	TRUNC
Farage	26153	MUTATION
Farage	283310	MUTATION
Farage	6331	MUTATION
Farage	3065	MUTATION
Farage	1010	MUTATION
Farage	5314	MUTATION
Farage	8651	MUTATION
Farage	8651	MUTATION
Farage	8651	MUTATION
Farage	8651	MUTATION
Farage	5579	MUTATION
Farage	7771	MUTATION
Farage	2051	MUTATION
Farage	255631	TRUNC
Farage	3351	MUTATION
Farage	284217	MUTATION
Farage	8927	TRUNC
Farage	8927	MUTATION
Farage	6091	MUTATION
Farage	23317	MUTATION
Farage	1026	TRUNC
Farage	3911	TRUNC
Farage	346007	MUTATION
Farage	7273	MUTATION
Farage	2125	MUTATION
Farage	54103	MUTATION
Farage	54897	MUTATION
Farage	54897	MUTATION
Farage	4318	MUTATION
Farage	4318	TRUNC
Farage	7514	MUTATION
Farage	1756	TRUNC
Farage	7301	TRUNC
Farage	7301	TRUNC
Farage	130507	MUTATION
Farage	114876	TRUNC
Farage	114788	MUTATION
Farage	5101	MUTATION
Farage	116986	MUTATION
Farage	401399	MUTATION
Farage	51761	MUTATION
Farage	8189	TRUNC
Farage	4261	MUTATION
Farage	463	MUTATION
Farage	84627	MUTATION
Farage	63971	MUTATION
Farage	9014	TRUNC
Farage	64919	MUTATION
Farage	64919	MUTATION
Farage	2737	MUTATION
Farage	4540	MUTATION
Farage	10634	MUTATION
Farage	55137	MUTATION
Farage	55137	MUTATION
Farage	55137	MUTATION
Farage	23363	MUTATION
Farage	5362	MUTATION
Farage	29123	MUTATION
Farage	63035	TRUNC
Farage	23255	TRUNC
Farage	25913	MUTATION
Farage	2194	TRUNC
Farage	84125	MUTATION
Farage	10349	MUTATION
Farage	7776	MUTATION
Farage	7399	MUTATION
Farage	3339	MUTATION
Farage	4035	MUTATION
Farage	23505	MUTATION
Farage	7757	MUTATION
Farage	23394	MUTATION
Farage	23394	TRUNC
Farage	32	MUTATION
Farage	32	MUTATION
Farage	84444	MUTATION
Farage	3667	MUTATION
Farage	112	MUTATION
Farage	340990	MUTATION
Farage	22859	MUTATION
Farage	4297	MUTATION
Farage	57690	TRUNC
Farage	56124	MUTATION
Farage	80070	MUTATION
Farage	142684	MUTATION
Farage	56132	MUTATION
Farage	7403	MUTATION
Farage	58499	MUTATION
Farage	375449	MUTATION
Farage	26960	MUTATION
Farage	8455	MUTATION
Farage	4538	MUTATION
Farage	4538	MUTATION
Farage	80206	TRUNC
Farage	5125	TRUNC
Farage	238	MUTATION
Farage	238	MUTATION
Farage	7157	MUTATION
Farage	9379	MUTATION
Farage	7186	MUTATION
Farage	57526	MUTATION
Farage	4703	MUTATION
Farage	8736	MUTATION
Farage	4586	MUTATION
Farage	9411	MUTATION
Farage	9411	TRUNC
Farage	55187	TRUNC
Farage	222584	MUTATION
Farage	29072	TRUNC
Farage	11078	MUTATION
Farage	1284	MUTATION
Farage	4741	MUTATION
Farage	84166	MUTATION
Farage	84166	MUTATION
Farage	84166	TRUNC
Farage	84460	MUTATION
Farage	123624	TRUNC
Farage	8295	MUTATION
Farage	1767	TRUNC
Farage	23499	MUTATION
Farage	23101	MUTATION
KML-1	1007	TRUNC
KML-1	3516	MUTATION
KML-1	9462	MUTATION
KML-1	6263	MUTATION
KML-1	55607	MUTATION
KML-1	23074	TRUNC
KML-1	2917	MUTATION
KML-1	80005	MUTATION
KML-1	727897	MUTATION
KML-1	259282	MUTATION
KML-1	79574	TRUNC
KML-1	27445	MUTATION
KML-1	8642	MUTATION
KML-1	58512	MUTATION
KML-1	23181	MUTATION
KML-1	1378	MUTATION
KML-1	23530	MUTATION
KML-1	79026	MUTATION
KML-1	26011	MUTATION
KML-1	157680	MUTATION
KML-1	4519	MUTATION
KML-1	10071	MUTATION
KML-1	54674	MUTATION
KML-1	54674	MUTATION
KML-1	3672	MUTATION
KML-1	165904	MUTATION
KML-1	55636	MUTATION
KML-1	389763	MUTATION
KML-1	2771	TRUNC
KML-1	7617	TRUNC
KML-1	10274	MUTATION
KML-1	23767	MUTATION
KML-1	319089	MUTATION
KML-1	23683	TRUNC
KML-1	6261	TRUNC
KML-1	94025	MUTATION
KML-1	56130	MUTATION
KML-1	404037	MUTATION
KML-1	84059	MUTATION
KML-1	10178	MUTATION
KML-1	4606	MUTATION
KML-1	23592	MUTATION
KML-1	146754	MUTATION
KML-1	27255	MUTATION
KML-1	27255	MUTATION
KML-1	79718	MUTATION
KML-1	288	MUTATION
KML-1	144535	MUTATION
KML-1	3351	MUTATION
KML-1	54456	MUTATION
KML-1	346007	TRUNC
KML-1	346007	TRUNC
KML-1	29948	MUTATION
KML-1	7273	MUTATION
KML-1	7273	MUTATION
KML-1	7273	MUTATION
KML-1	6334	MUTATION
KML-1	53353	MUTATION
KML-1	114788	MUTATION
KML-1	6262	TRUNC
KML-1	10395	MUTATION
KML-1	63971	MUTATION
KML-1	152273	MUTATION
KML-1	6332	MUTATION
KML-1	55137	MUTATION
KML-1	55605	MUTATION
KML-1	23255	MUTATION
KML-1	84125	MUTATION
KML-1	10157	MUTATION
KML-1	116804918	MUTATION
KML-1	253769	MUTATION
KML-1	7399	MUTATION
KML-1	7399	MUTATION
KML-1	7399	MUTATION
KML-1	79784	MUTATION
KML-1	5649	MUTATION
KML-1	29119	MUTATION
KML-1	4851	MUTATION
KML-1	89795	MUTATION
KML-1	9969	MUTATION
KML-1	55544	MUTATION
KML-1	286234	MUTATION
KML-1	80070	MUTATION
KML-1	91768	MUTATION
KML-1	4538	TRUNC
KML-1	219578	MUTATION
KML-1	7157	MUTATION
KML-1	4586	MUTATION
KML-1	10973	MUTATION
KML-1	27324	MUTATION
KML-1	5930	MUTATION
KML-1	5930	MUTATION
KML-1	108	MUTATION
KML-1	4541	MUTATION
KML-1	4626	MUTATION
KML-1	129446	MUTATION
KML-1	5728	TRUNC
KML-1	64881	MUTATION
RC-K8	730291	MUTATION
RC-K8	7916	MUTATION
RC-K8	283450	MUTATION
RC-K8	6263	MUTATION
RC-K8	57597	MUTATION
RC-K8	26050	MUTATION
RC-K8	127602	MUTATION
RC-K8	4763	MUTATION
RC-K8	148206	MUTATION
RC-K8	4799	MUTATION
RC-K8	1844	MUTATION
RC-K8	1844	TRUNC
RC-K8	1844	MUTATION
RC-K8	3123	MUTATION
RC-K8	85449	MUTATION
RC-K8	4585	MUTATION
RC-K8	4585	MUTATION
RC-K8	3105	MUTATION
RC-K8	1657	MUTATION
RC-K8	677	MUTATION
RC-K8	56163	MUTATION
RC-K8	9757	TRUNC
RC-K8	11099	MUTATION
RC-K8	9739	MUTATION
RC-K8	5099	MUTATION
RC-K8	118788	MUTATION
RC-K8	22806	MUTATION
RC-K8	57507	MUTATION
RC-K8	9169	MUTATION
RC-K8	577	MUTATION
RC-K8	56145	MUTATION
RC-K8	56145	MUTATION
RC-K8	5796	MUTATION
RC-K8	4036	MUTATION
RC-K8	4519	MUTATION
RC-K8	4519	MUTATION
RC-K8	4519	MUTATION
RC-K8	5288	MUTATION
RC-K8	1794	MUTATION
RC-K8	6543	MUTATION
RC-K8	57182	MUTATION
RC-K8	64770	MUTATION
RC-K8	3107	MUTATION
RC-K8	4298	MUTATION
RC-K8	3680	MUTATION
RC-K8	57520	TRUNC
RC-K8	132884	TRUNC
RC-K8	23767	MUTATION
RC-K8	79776	MUTATION
RC-K8	31	TRUNC
RC-K8	84033	MUTATION
RC-K8	1294	MUTATION
RC-K8	94025	MUTATION
RC-K8	94025	MUTATION
RC-K8	221400	MUTATION
RC-K8	10492	MUTATION
RC-K8	64324	MUTATION
RC-K8	11059	MUTATION
RC-K8	777	MUTATION
RC-K8	10142	MUTATION
RC-K8	7771	MUTATION
RC-K8	57575	MUTATION
RC-K8	255631	MUTATION
RC-K8	1770	MUTATION
RC-K8	85236	MUTATION
RC-K8	284217	MUTATION
RC-K8	8660	MUTATION
RC-K8	80014	MUTATION
RC-K8	1006	MUTATION
RC-K8	79987	MUTATION
RC-K8	1832	MUTATION
RC-K8	57616	MUTATION
RC-K8	71	MUTATION
RC-K8	26057	MUTATION
RC-K8	9857	MUTATION
RC-K8	8518	MUTATION
RC-K8	51804	MUTATION
RC-K8	695	MUTATION
RC-K8	6446	MUTATION
RC-K8	4540	TRUNC
RC-K8	56776	MUTATION
RC-K8	23363	MUTATION
RC-K8	23363	MUTATION
RC-K8	253769	MUTATION
RC-K8	11250	MUTATION
RC-K8	5649	TRUNC
RC-K8	91584	MUTATION
RC-K8	3192	MUTATION
RC-K8	5803	MUTATION
RC-K8	1538	MUTATION
RC-K8	84444	MUTATION
RC-K8	4792	TRUNC
RC-K8	4792	TRUNC
RC-K8	7461	MUTATION
RC-K8	55544	TRUNC
RC-K8	5784	MUTATION
RC-K8	5784	MUTATION
RC-K8	285175	MUTATION
RC-K8	56124	MUTATION
RC-K8	5310	MUTATION
RC-K8	56132	MUTATION
RC-K8	1373	MUTATION
RC-K8	161882	MUTATION
RC-K8	79849	MUTATION
RC-K8	576	MUTATION
RC-K8	10365	MUTATION
RC-K8	10365	MUTATION
RC-K8	10365	MUTATION
RC-K8	7082	MUTATION
RC-K8	6476	MUTATION
RC-K8	1288	MUTATION
RC-K8	127062	MUTATION
RC-K8	4541	MUTATION
RC-K8	7128	TRUNC
RC-K8	7128	TRUNC
RC-K8	25878	MUTATION
RC-K8	25878	TRUNC
RC-K8	10312	MUTATION
RC-K8	221935	MUTATION
RC	153478	MUTATION
RC	3109	MUTATION
RC	604	MUTATION
RC	4893	MUTATION
RC	4253	MUTATION
RC	7450	MUTATION
RC	1080	MUTATION
RC	22858	MUTATION
RC	7832	MUTATION
RC	4585	MUTATION
RC	8642	MUTATION
RC	921	MUTATION
RC	23181	MUTATION
RC	5079	MUTATION
RC	4208	MUTATION
RC	5880	MUTATION
RC	79633	MUTATION
RC	79633	MUTATION
RC	3687	TRUNC
RC	84629	MUTATION
RC	9947	MUTATION
RC	57520	MUTATION
RC	4294	MUTATION
RC	1952	MUTATION
RC	8672	MUTATION
RC	596	MUTATION
RC	596	MUTATION
RC	596	MUTATION
RC	259289	MUTATION
RC	94025	MUTATION
RC	84059	TRUNC
RC	80022	MUTATION
RC	285313	MUTATION
RC	8499	MUTATION
RC	11173	MUTATION
RC	56979	MUTATION
RC	2308	MUTATION
RC	8972	MUTATION
RC	114788	TRUNC
RC	5101	MUTATION
RC	4613	MUTATION
RC	4540	MUTATION
RC	64478	MUTATION
RC	55605	MUTATION
RC	8777	MUTATION
RC	25981	MUTATION
RC	7399	MUTATION
RC	7399	MUTATION
RC	7399	MUTATION
RC	3339	TRUNC
RC	3192	MUTATION
RC	3192	MUTATION
RC	10863	MUTATION
RC	1538	MUTATION
RC	5116	MUTATION
RC	9294	MUTATION
RC	9294	MUTATION
RC	9294	MUTATION
RC	144132	TRUNC
RC	80204	MUTATION
RC	134430	MUTATION
RC	1879	MUTATION
RC	1284	TRUNC
RC	54880	TRUNC
RC	4626	MUTATION
RC	9699	MUTATION
RC	123624	MUTATION
RC	221935	MUTATION
RC	64881	MUTATION
RC	2146	MUTATION
HF	1007	MUTATION
HF	4609	MUTATION
HF	57448	MUTATION
HF	57597	MUTATION
HF	79589	MUTATION
HF	1301	MUTATION
HF	1301	MUTATION
HF	219743	TRUNC
HF	400954	MUTATION
HF	1844	MUTATION
HF	3123	MUTATION
HF	2186	MUTATION
HF	63977	MUTATION
HF	4585	MUTATION
HF	4585	MUTATION
HF	4584	MUTATION
HF	2201	MUTATION
HF	51427	TRUNC
HF	1387	TRUNC
HF	1387	MUTATION
HF	57507	MUTATION
HF	27445	MUTATION
HF	79781	MUTATION
HF	58512	MUTATION
HF	8085	TRUNC
HF	643677	MUTATION
HF	26011	MUTATION
HF	440193	MUTATION
HF	157680	MUTATION
HF	9760	MUTATION
HF	3006	MUTATION
HF	121551	MUTATION
HF	2317	MUTATION
HF	7402	MUTATION
HF	8821	MUTATION
HF	2475	MUTATION
HF	26053	MUTATION
HF	79776	MUTATION
HF	596	MUTATION
HF	596	MUTATION
HF	596	MUTATION
HF	596	MUTATION
HF	93035	MUTATION
HF	93035	MUTATION
HF	259289	MUTATION
HF	8857	MUTATION
HF	9229	MUTATION
HF	26166	MUTATION
HF	81327	MUTATION
HF	81327	MUTATION
HF	81327	MUTATION
HF	81327	MUTATION
HF	81327	MUTATION
HF	51735	MUTATION
HF	27255	MUTATION
HF	64324	MUTATION
HF	10142	MUTATION
HF	54467	MUTATION
HF	1770	MUTATION
HF	3845	MUTATION
HF	284217	MUTATION
HF	23317	MUTATION
HF	5671	MUTATION
HF	3911	TRUNC
HF	7273	TRUNC
HF	57616	MUTATION
HF	140453	MUTATION
HF	140453	TRUNC
HF	140453	MUTATION
HF	8972	MUTATION
HF	23365	MUTATION
HF	9723	MUTATION
HF	63971	TRUNC
HF	4540	TRUNC
HF	9369	MUTATION
HF	11250	MUTATION
HF	29760	MUTATION
HF	5093	MUTATION
HF	5093	MUTATION
HF	113146	MUTATION
HF	283234	MUTATION
HF	10795	TRUNC
HF	7373	TRUNC
HF	9258	MUTATION
HF	3008	MUTATION
HF	7157	MUTATION
HF	129446	MUTATION
HF	85302	MUTATION
HF	84239	MUTATION
HF	23499	MUTATION
HF	64151	MUTATION
HF	2146	MUTATION
